id,polygon,income,household_size,vehicles,number_of_workers
3371,"POLYGON ((-9235340.485195873 4858106.965811368, -9235360.485195873 4858126.965811368, -9235380.485195873 4858106.965811368, -9235340.485195873 4858106.965811368, -9235380.485195873 4858106.965811368, -9235380.485195873 4858076.965811368, -9235365.485195873 4858076.965811368, -9235365.485195873 4858091.965811368, -9235355.485195873 4858091.965811368, -9235355.485195873 4858076.965811368, -9235365.485195873 4858076.965811368, -9235340.485195873 4858076.965811368, -9235340.485195873 4858106.965811368))",71000,3,1,1
3372,"POLYGON ((-9235400.21560124 4858049.188828635, -9235420.21560124 4858069.188828635, -9235440.21560124 4858049.188828635, -9235400.21560124 4858049.188828635, -9235440.21560124 4858049.188828635, -9235440.21560124 4858019.188828635, -9235425.21560124 4858019.188828635, -9235425.21560124 4858034.188828635, -9235415.21560124 4858034.188828635, -9235415.21560124 4858019.188828635, -9235425.21560124 4858019.188828635, -9235400.21560124 4858019.188828635, -9235400.21560124 4858049.188828635))",56000,2,1,0
3373,"POLYGON ((-9235398.787715513 4858231.123736164, -9235418.787715513 4858251.123736164, -9235438.787715513 4858231.123736164, -9235398.787715513 4858231.123736164, -9235438.787715513 4858231.123736164, -9235438.787715513 4858201.123736164, -9235423.787715513 4858201.123736164, -9235423.787715513 4858216.123736164, -9235413.787715513 4858216.123736164, -9235413.787715513 4858201.123736164, -9235423.787715513 4858201.123736164, -9235398.787715513 4858201.123736164, -9235398.787715513 4858231.123736164))",31000,2,2,1
3374,"POLYGON ((-9235417.92053304 4857979.567440794, -9235437.92053304 4857999.567440794, -9235457.92053304 4857979.567440794, -9235417.92053304 4857979.567440794, -9235457.92053304 4857979.567440794, -9235457.92053304 4857949.567440794, -9235442.92053304 4857949.567440794, -9235442.92053304 4857964.567440794, -9235432.92053304 4857964.567440794, -9235432.92053304 4857949.567440794, -9235442.92053304 4857949.567440794, -9235417.92053304 4857949.567440794, -9235417.92053304 4857979.567440794))",12000,3,3,2
3375,"POLYGON ((-9235895.313952839 4857669.218871478, -9235915.313952839 4857689.218871478, -9235935.313952839 4857669.218871478, -9235895.313952839 4857669.218871478, -9235935.313952839 4857669.218871478, -9235935.313952839 4857639.218871478, -9235920.313952839 4857639.218871478, -9235920.313952839 4857654.218871478, -9235910.313952839 4857654.218871478, -9235910.313952839 4857639.218871478, -9235920.313952839 4857639.218871478, -9235895.313952839 4857639.218871478, -9235895.313952839 4857669.218871478))",19000,3,1,2
3376,"POLYGON ((-9234920.382514393 4857885.806062057, -9234940.382514393 4857905.806062057, -9234960.382514393 4857885.806062057, -9234920.382514393 4857885.806062057, -9234960.382514393 4857885.806062057, -9234960.382514393 4857855.806062057, -9234945.382514393 4857855.806062057, -9234945.382514393 4857870.806062057, -9234935.382514393 4857870.806062057, -9234935.382514393 4857855.806062057, -9234945.382514393 4857855.806062057, -9234920.382514393 4857855.806062057, -9234920.382514393 4857885.806062057))",124000,3,1,2
3377,"POLYGON ((-9234881.300046364 4857921.989601788, -9234901.300046364 4857941.989601788, -9234921.300046364 4857921.989601788, -9234881.300046364 4857921.989601788, -9234921.300046364 4857921.989601788, -9234921.300046364 4857891.989601788, -9234906.300046364 4857891.989601788, -9234906.300046364 4857906.989601788, -9234896.300046364 4857906.989601788, -9234896.300046364 4857891.989601788, -9234906.300046364 4857891.989601788, -9234881.300046364 4857891.989601788, -9234881.300046364 4857921.989601788))",19000,2,3,2
3378,"POLYGON ((-9234923.284964565 4857949.316721596, -9234943.284964565 4857969.316721596, -9234963.284964565 4857949.316721596, -9234923.284964565 4857949.316721596, -9234963.284964565 4857949.316721596, -9234963.284964565 4857919.316721596, -9234948.284964565 4857919.316721596, -9234948.284964565 4857934.316721596, -9234938.284964565 4857934.316721596, -9234938.284964565 4857919.316721596, -9234948.284964565 4857919.316721596, -9234923.284964565 4857919.316721596, -9234923.284964565 4857949.316721596))",109000,3,3,3
3379,"POLYGON ((-9234940.700950604 4857822.332300734, -9234960.700950604 4857842.332300734, -9234980.700950604 4857822.332300734, -9234940.700950604 4857822.332300734, -9234980.700950604 4857822.332300734, -9234980.700950604 4857792.332300734, -9234965.700950604 4857792.332300734, -9234965.700950604 4857807.332300734, -9234955.700950604 4857807.332300734, -9234955.700950604 4857792.332300734, -9234965.700950604 4857792.332300734, -9234940.700950604 4857792.332300734, -9234940.700950604 4857822.332300734))",22000,2,1,1
3380,"POLYGON ((-9234929.242547832 4858104.479622046, -9234949.242547832 4858124.479622046, -9234969.242547832 4858104.479622046, -9234929.242547832 4858104.479622046, -9234969.242547832 4858104.479622046, -9234969.242547832 4858074.479622046, -9234954.242547832 4858074.479622046, -9234954.242547832 4858089.479622046, -9234944.242547832 4858089.479622046, -9234944.242547832 4858074.479622046, -9234954.242547832 4858074.479622046, -9234929.242547832 4858074.479622046, -9234929.242547832 4858104.479622046))",57000,2,1,1
3381,"POLYGON ((-9234937.677871142 4858588.103491976, -9234957.677871142 4858608.103491976, -9234977.677871142 4858588.103491976, -9234937.677871142 4858588.103491976, -9234977.677871142 4858588.103491976, -9234977.677871142 4858558.103491976, -9234962.677871142 4858558.103491976, -9234962.677871142 4858573.103491976, -9234952.677871142 4858573.103491976, -9234952.677871142 4858558.103491976, -9234962.677871142 4858558.103491976, -9234937.677871142 4858558.103491976, -9234937.677871142 4858588.103491976))",39000,2,2,2
3382,"POLYGON ((-9234819.863364235 4858632.884256708, -9234839.863364235 4858652.884256708, -9234859.863364235 4858632.884256708, -9234819.863364235 4858632.884256708, -9234859.863364235 4858632.884256708, -9234859.863364235 4858602.884256708, -9234844.863364235 4858602.884256708, -9234844.863364235 4858617.884256708, -9234834.863364235 4858617.884256708, -9234834.863364235 4858602.884256708, -9234844.863364235 4858602.884256708, -9234819.863364235 4858602.884256708, -9234819.863364235 4858632.884256708))",32000,4,2,1
3383,"POLYGON ((-9235154.145856502 4858600.477626651, -9235174.145856502 4858620.477626651, -9235194.145856502 4858600.477626651, -9235154.145856502 4858600.477626651, -9235194.145856502 4858600.477626651, -9235194.145856502 4858570.477626651, -9235179.145856502 4858570.477626651, -9235179.145856502 4858585.477626651, -9235169.145856502 4858585.477626651, -9235169.145856502 4858570.477626651, -9235179.145856502 4858570.477626651, -9235154.145856502 4858570.477626651, -9235154.145856502 4858600.477626651))",50000,3,1,1
3384,"POLYGON ((-9234875.501915919 4858516.85358884, -9234895.501915919 4858536.85358884, -9234915.501915919 4858516.85358884, -9234875.501915919 4858516.85358884, -9234915.501915919 4858516.85358884, -9234915.501915919 4858486.85358884, -9234900.501915919 4858486.85358884, -9234900.501915919 4858501.85358884, -9234890.501915919 4858501.85358884, -9234890.501915919 4858486.85358884, -9234900.501915919 4858486.85358884, -9234875.501915919 4858486.85358884, -9234875.501915919 4858516.85358884))",14000,4,2,2
3385,"POLYGON ((-9234679.326767897 4858580.929911461, -9234699.326767897 4858600.929911461, -9234719.326767897 4858580.929911461, -9234679.326767897 4858580.929911461, -9234719.326767897 4858580.929911461, -9234719.326767897 4858550.929911461, -9234704.326767897 4858550.929911461, -9234704.326767897 4858565.929911461, -9234694.326767897 4858565.929911461, -9234694.326767897 4858550.929911461, -9234704.326767897 4858550.929911461, -9234679.326767897 4858550.929911461, -9234679.326767897 4858580.929911461))",33000,3,1,1
3386,"POLYGON ((-9234569.471053632 4858507.104123967, -9234589.471053632 4858527.104123967, -9234609.471053632 4858507.104123967, -9234569.471053632 4858507.104123967, -9234609.471053632 4858507.104123967, -9234609.471053632 4858477.104123967, -9234594.471053632 4858477.104123967, -9234594.471053632 4858492.104123967, -9234584.471053632 4858492.104123967, -9234584.471053632 4858477.104123967, -9234594.471053632 4858477.104123967, -9234569.471053632 4858477.104123967, -9234569.471053632 4858507.104123967))",75000,3,3,3
3387,"POLYGON ((-9234923.292026745 4858167.633475251, -9234943.292026745 4858187.633475251, -9234963.292026745 4858167.633475251, -9234923.292026745 4858167.633475251, -9234963.292026745 4858167.633475251, -9234963.292026745 4858137.633475251, -9234948.292026745 4858137.633475251, -9234948.292026745 4858152.633475251, -9234938.292026745 4858152.633475251, -9234938.292026745 4858137.633475251, -9234948.292026745 4858137.633475251, -9234923.292026745 4858137.633475251, -9234923.292026745 4858167.633475251))",69000,2,4,1
3388,"POLYGON ((-9234748.024622949 4858408.577638124, -9234768.024622949 4858428.577638124, -9234788.024622949 4858408.577638124, -9234748.024622949 4858408.577638124, -9234788.024622949 4858408.577638124, -9234788.024622949 4858378.577638124, -9234773.024622949 4858378.577638124, -9234773.024622949 4858393.577638124, -9234763.024622949 4858393.577638124, -9234763.024622949 4858378.577638124, -9234773.024622949 4858378.577638124, -9234748.024622949 4858378.577638124, -9234748.024622949 4858408.577638124))",16000,2,0,2
3389,"POLYGON ((-9234779.524664192 4858347.1155838175, -9234799.524664192 4858367.1155838175, -9234819.524664192 4858347.1155838175, -9234779.524664192 4858347.1155838175, -9234819.524664192 4858347.1155838175, -9234819.524664192 4858317.1155838175, -9234804.524664192 4858317.1155838175, -9234804.524664192 4858332.1155838175, -9234794.524664192 4858332.1155838175, -9234794.524664192 4858317.1155838175, -9234804.524664192 4858317.1155838175, -9234779.524664192 4858317.1155838175, -9234779.524664192 4858347.1155838175))",155000,3,4,1
3390,"POLYGON ((-9234767.805420496 4858282.586765714, -9234787.805420496 4858302.586765714, -9234807.805420496 4858282.586765714, -9234767.805420496 4858282.586765714, -9234807.805420496 4858282.586765714, -9234807.805420496 4858252.586765714, -9234792.805420496 4858252.586765714, -9234792.805420496 4858267.586765714, -9234782.805420496 4858267.586765714, -9234782.805420496 4858252.586765714, -9234792.805420496 4858252.586765714, -9234767.805420496 4858252.586765714, -9234767.805420496 4858282.586765714))",19000,2,1,2
3391,"POLYGON ((-9234738.827154558 4858357.092889124, -9234758.827154558 4858377.092889124, -9234778.827154558 4858357.092889124, -9234738.827154558 4858357.092889124, -9234778.827154558 4858357.092889124, -9234778.827154558 4858327.092889124, -9234763.827154558 4858327.092889124, -9234763.827154558 4858342.092889124, -9234753.827154558 4858342.092889124, -9234753.827154558 4858327.092889124, -9234763.827154558 4858327.092889124, -9234738.827154558 4858327.092889124, -9234738.827154558 4858357.092889124))",162000,2,3,0
3392,"POLYGON ((-9234726.518094936 4858302.803808313, -9234746.518094936 4858322.803808313, -9234766.518094936 4858302.803808313, -9234726.518094936 4858302.803808313, -9234766.518094936 4858302.803808313, -9234766.518094936 4858272.803808313, -9234751.518094936 4858272.803808313, -9234751.518094936 4858287.803808313, -9234741.518094936 4858287.803808313, -9234741.518094936 4858272.803808313, -9234751.518094936 4858272.803808313, -9234726.518094936 4858272.803808313, -9234726.518094936 4858302.803808313))",63000,1,2,0
3393,"POLYGON ((-9234631.852458503 4857601.517790577, -9234651.852458503 4857621.517790577, -9234671.852458503 4857601.517790577, -9234631.852458503 4857601.517790577, -9234671.852458503 4857601.517790577, -9234671.852458503 4857571.517790577, -9234656.852458503 4857571.517790577, -9234656.852458503 4857586.517790577, -9234646.852458503 4857586.517790577, -9234646.852458503 4857571.517790577, -9234656.852458503 4857571.517790577, -9234631.852458503 4857571.517790577, -9234631.852458503 4857601.517790577))",116000,4,2,2
3394,"POLYGON ((-9234770.40761606 4857635.604090376, -9234790.40761606 4857655.604090376, -9234810.40761606 4857635.604090376, -9234770.40761606 4857635.604090376, -9234810.40761606 4857635.604090376, -9234810.40761606 4857605.604090376, -9234795.40761606 4857605.604090376, -9234795.40761606 4857620.604090376, -9234785.40761606 4857620.604090376, -9234785.40761606 4857605.604090376, -9234795.40761606 4857605.604090376, -9234770.40761606 4857605.604090376, -9234770.40761606 4857635.604090376))",62000,3,1,1
3395,"POLYGON ((-9235027.811306365 4857719.184304438, -9235047.811306365 4857739.184304438, -9235067.811306365 4857719.184304438, -9235027.811306365 4857719.184304438, -9235067.811306365 4857719.184304438, -9235067.811306365 4857689.184304438, -9235052.811306365 4857689.184304438, -9235052.811306365 4857704.184304438, -9235042.811306365 4857704.184304438, -9235042.811306365 4857689.184304438, -9235052.811306365 4857689.184304438, -9235027.811306365 4857689.184304438, -9235027.811306365 4857719.184304438))",115000,1,1,1
3396,"POLYGON ((-9235592.209322646 4858696.751648937, -9235612.209322646 4858716.751648937, -9235632.209322646 4858696.751648937, -9235592.209322646 4858696.751648937, -9235632.209322646 4858696.751648937, -9235632.209322646 4858666.751648937, -9235617.209322646 4858666.751648937, -9235617.209322646 4858681.751648937, -9235607.209322646 4858681.751648937, -9235607.209322646 4858666.751648937, -9235617.209322646 4858666.751648937, -9235592.209322646 4858666.751648937, -9235592.209322646 4858696.751648937))",50000,3,2,3
3397,"POLYGON ((-9235430.034393366 4858632.548086263, -9235450.034393366 4858652.548086263, -9235470.034393366 4858632.548086263, -9235430.034393366 4858632.548086263, -9235470.034393366 4858632.548086263, -9235470.034393366 4858602.548086263, -9235455.034393366 4858602.548086263, -9235455.034393366 4858617.548086263, -9235445.034393366 4858617.548086263, -9235445.034393366 4858602.548086263, -9235455.034393366 4858602.548086263, -9235430.034393366 4858602.548086263, -9235430.034393366 4858632.548086263))",15000,3,4,1
3398,"POLYGON ((-9235437.248399632 4858709.728251845, -9235457.248399632 4858729.728251845, -9235477.248399632 4858709.728251845, -9235437.248399632 4858709.728251845, -9235477.248399632 4858709.728251845, -9235477.248399632 4858679.728251845, -9235462.248399632 4858679.728251845, -9235462.248399632 4858694.728251845, -9235452.248399632 4858694.728251845, -9235452.248399632 4858679.728251845, -9235462.248399632 4858679.728251845, -9235437.248399632 4858679.728251845, -9235437.248399632 4858709.728251845))",19000,2,2,2
3399,"POLYGON ((-9235723.906632941 4858655.421712021, -9235743.906632941 4858675.421712021, -9235763.906632941 4858655.421712021, -9235723.906632941 4858655.421712021, -9235763.906632941 4858655.421712021, -9235763.906632941 4858625.421712021, -9235748.906632941 4858625.421712021, -9235748.906632941 4858640.421712021, -9235738.906632941 4858640.421712021, -9235738.906632941 4858625.421712021, -9235748.906632941 4858625.421712021, -9235723.906632941 4858625.421712021, -9235723.906632941 4858655.421712021))",68000,1,1,1
3400,"POLYGON ((-9234391.786028765 4858273.077851303, -9234411.786028765 4858293.077851303, -9234431.786028765 4858273.077851303, -9234391.786028765 4858273.077851303, -9234431.786028765 4858273.077851303, -9234431.786028765 4858243.077851303, -9234416.786028765 4858243.077851303, -9234416.786028765 4858258.077851303, -9234406.786028765 4858258.077851303, -9234406.786028765 4858243.077851303, -9234416.786028765 4858243.077851303, -9234391.786028765 4858243.077851303, -9234391.786028765 4858273.077851303))",200000,4,2,1
3401,"POLYGON ((-9234323.836654888 4858241.877427733, -9234343.836654888 4858261.877427733, -9234363.836654888 4858241.877427733, -9234323.836654888 4858241.877427733, -9234363.836654888 4858241.877427733, -9234363.836654888 4858211.877427733, -9234348.836654888 4858211.877427733, -9234348.836654888 4858226.877427733, -9234338.836654888 4858226.877427733, -9234338.836654888 4858211.877427733, -9234348.836654888 4858211.877427733, -9234323.836654888 4858211.877427733, -9234323.836654888 4858241.877427733))",16000,3,3,3
3402,"POLYGON ((-9235189.206067896 4857805.535078809, -9235209.206067896 4857825.535078809, -9235229.206067896 4857805.535078809, -9235189.206067896 4857805.535078809, -9235229.206067896 4857805.535078809, -9235229.206067896 4857775.535078809, -9235214.206067896 4857775.535078809, -9235214.206067896 4857790.535078809, -9235204.206067896 4857790.535078809, -9235204.206067896 4857775.535078809, -9235214.206067896 4857775.535078809, -9235189.206067896 4857775.535078809, -9235189.206067896 4857805.535078809))",118000,3,3,3
3403,"POLYGON ((-9235140.325557385 4857832.503347284, -9235160.325557385 4857852.503347284, -9235180.325557385 4857832.503347284, -9235140.325557385 4857832.503347284, -9235180.325557385 4857832.503347284, -9235180.325557385 4857802.503347284, -9235165.325557385 4857802.503347284, -9235165.325557385 4857817.503347284, -9235155.325557385 4857817.503347284, -9235155.325557385 4857802.503347284, -9235165.325557385 4857802.503347284, -9235140.325557385 4857802.503347284, -9235140.325557385 4857832.503347284))",65000,4,1,1
3404,"POLYGON ((-9234791.907660501 4858115.730481269, -9234811.907660501 4858135.730481269, -9234831.907660501 4858115.730481269, -9234791.907660501 4858115.730481269, -9234831.907660501 4858115.730481269, -9234831.907660501 4858085.730481269, -9234816.907660501 4858085.730481269, -9234816.907660501 4858100.730481269, -9234806.907660501 4858100.730481269, -9234806.907660501 4858085.730481269, -9234816.907660501 4858085.730481269, -9234791.907660501 4858085.730481269, -9234791.907660501 4858115.730481269))",49000,2,2,2
3405,"POLYGON ((-9234676.779766044 4858637.058404481, -9234696.779766044 4858657.058404481, -9234716.779766044 4858637.058404481, -9234676.779766044 4858637.058404481, -9234716.779766044 4858637.058404481, -9234716.779766044 4858607.058404481, -9234701.779766044 4858607.058404481, -9234701.779766044 4858622.058404481, -9234691.779766044 4858622.058404481, -9234691.779766044 4858607.058404481, -9234701.779766044 4858607.058404481, -9234676.779766044 4858607.058404481, -9234676.779766044 4858637.058404481))",15000,3,1,3
3406,"POLYGON ((-9234726.61444979 4858646.648077391, -9234746.61444979 4858666.648077391, -9234766.61444979 4858646.648077391, -9234726.61444979 4858646.648077391, -9234766.61444979 4858646.648077391, -9234766.61444979 4858616.648077391, -9234751.61444979 4858616.648077391, -9234751.61444979 4858631.648077391, -9234741.61444979 4858631.648077391, -9234741.61444979 4858616.648077391, -9234751.61444979 4858616.648077391, -9234726.61444979 4858616.648077391, -9234726.61444979 4858646.648077391))",108000,3,2,1
3407,"POLYGON ((-9234530.745721802 4858586.267040981, -9234550.745721802 4858606.267040981, -9234570.745721802 4858586.267040981, -9234530.745721802 4858586.267040981, -9234570.745721802 4858586.267040981, -9234570.745721802 4858556.267040981, -9234555.745721802 4858556.267040981, -9234555.745721802 4858571.267040981, -9234545.745721802 4858571.267040981, -9234545.745721802 4858556.267040981, -9234555.745721802 4858556.267040981, -9234530.745721802 4858556.267040981, -9234530.745721802 4858586.267040981))",94000,1,0,0
3408,"POLYGON ((-9234116.461452788 4858606.781135475, -9234136.461452788 4858626.781135475, -9234156.461452788 4858606.781135475, -9234116.461452788 4858606.781135475, -9234156.461452788 4858606.781135475, -9234156.461452788 4858576.781135475, -9234141.461452788 4858576.781135475, -9234141.461452788 4858591.781135475, -9234131.461452788 4858591.781135475, -9234131.461452788 4858576.781135475, -9234141.461452788 4858576.781135475, -9234116.461452788 4858576.781135475, -9234116.461452788 4858606.781135475))",16000,2,1,1
3409,"POLYGON ((-9235992.586319169 4858660.4778549485, -9236012.586319169 4858680.4778549485, -9236032.586319169 4858660.4778549485, -9235992.586319169 4858660.4778549485, -9236032.586319169 4858660.4778549485, -9236032.586319169 4858630.4778549485, -9236017.586319169 4858630.4778549485, -9236017.586319169 4858645.4778549485, -9236007.586319169 4858645.4778549485, -9236007.586319169 4858630.4778549485, -9236017.586319169 4858630.4778549485, -9235992.586319169 4858630.4778549485, -9235992.586319169 4858660.4778549485))",13000,3,1,0
3410,"POLYGON ((-9236462.655555286 4858745.223015456, -9236482.655555286 4858765.223015456, -9236502.655555286 4858745.223015456, -9236462.655555286 4858745.223015456, -9236502.655555286 4858745.223015456, -9236502.655555286 4858715.223015456, -9236487.655555286 4858715.223015456, -9236487.655555286 4858730.223015456, -9236477.655555286 4858730.223015456, -9236477.655555286 4858715.223015456, -9236487.655555286 4858715.223015456, -9236462.655555286 4858715.223015456, -9236462.655555286 4858745.223015456))",20000,2,1,1
3411,"POLYGON ((-9234333.339580785 4858637.008602948, -9234353.339580785 4858657.008602948, -9234373.339580785 4858637.008602948, -9234333.339580785 4858637.008602948, -9234373.339580785 4858637.008602948, -9234373.339580785 4858607.008602948, -9234358.339580785 4858607.008602948, -9234358.339580785 4858622.008602948, -9234348.339580785 4858622.008602948, -9234348.339580785 4858607.008602948, -9234358.339580785 4858607.008602948, -9234333.339580785 4858607.008602948, -9234333.339580785 4858637.008602948))",125000,3,2,3
3412,"POLYGON ((-9236485.360594882 4858702.138456733, -9236505.360594882 4858722.138456733, -9236525.360594882 4858702.138456733, -9236485.360594882 4858702.138456733, -9236525.360594882 4858702.138456733, -9236525.360594882 4858672.138456733, -9236510.360594882 4858672.138456733, -9236510.360594882 4858687.138456733, -9236500.360594882 4858687.138456733, -9236500.360594882 4858672.138456733, -9236510.360594882 4858672.138456733, -9236485.360594882 4858672.138456733, -9236485.360594882 4858702.138456733))",117000,2,2,1
3413,"POLYGON ((-9236444.68248959 4858683.790380946, -9236464.68248959 4858703.790380946, -9236484.68248959 4858683.790380946, -9236444.68248959 4858683.790380946, -9236484.68248959 4858683.790380946, -9236484.68248959 4858653.790380946, -9236469.68248959 4858653.790380946, -9236469.68248959 4858668.790380946, -9236459.68248959 4858668.790380946, -9236459.68248959 4858653.790380946, -9236469.68248959 4858653.790380946, -9236444.68248959 4858653.790380946, -9236444.68248959 4858683.790380946))",15000,3,2,2
3414,"POLYGON ((-9236381.314468913 4858467.025265371, -9236401.314468913 4858487.025265371, -9236421.314468913 4858467.025265371, -9236381.314468913 4858467.025265371, -9236421.314468913 4858467.025265371, -9236421.314468913 4858437.025265371, -9236406.314468913 4858437.025265371, -9236406.314468913 4858452.025265371, -9236396.314468913 4858452.025265371, -9236396.314468913 4858437.025265371, -9236406.314468913 4858437.025265371, -9236381.314468913 4858437.025265371, -9236381.314468913 4858467.025265371))",116000,1,0,1
3415,"POLYGON ((-9236439.788569057 4858476.920339248, -9236459.788569057 4858496.920339248, -9236479.788569057 4858476.920339248, -9236439.788569057 4858476.920339248, -9236479.788569057 4858476.920339248, -9236479.788569057 4858446.920339248, -9236464.788569057 4858446.920339248, -9236464.788569057 4858461.920339248, -9236454.788569057 4858461.920339248, -9236454.788569057 4858446.920339248, -9236464.788569057 4858446.920339248, -9236439.788569057 4858446.920339248, -9236439.788569057 4858476.920339248))",169000,1,2,1
3416,"POLYGON ((-9236451.086955668 4858335.256872478, -9236471.086955668 4858355.256872478, -9236491.086955668 4858335.256872478, -9236451.086955668 4858335.256872478, -9236491.086955668 4858335.256872478, -9236491.086955668 4858305.256872478, -9236476.086955668 4858305.256872478, -9236476.086955668 4858320.256872478, -9236466.086955668 4858320.256872478, -9236466.086955668 4858305.256872478, -9236476.086955668 4858305.256872478, -9236451.086955668 4858305.256872478, -9236451.086955668 4858335.256872478))",113000,2,2,1
3417,"POLYGON ((-9236395.886676626 4858297.08388873, -9236415.886676626 4858317.08388873, -9236435.886676626 4858297.08388873, -9236395.886676626 4858297.08388873, -9236435.886676626 4858297.08388873, -9236435.886676626 4858267.08388873, -9236420.886676626 4858267.08388873, -9236420.886676626 4858282.08388873, -9236410.886676626 4858282.08388873, -9236410.886676626 4858267.08388873, -9236420.886676626 4858267.08388873, -9236395.886676626 4858267.08388873, -9236395.886676626 4858297.08388873))",17000,1,1,0
3418,"POLYGON ((-9236469.273764417 4858285.062315226, -9236489.273764417 4858305.062315226, -9236509.273764417 4858285.062315226, -9236469.273764417 4858285.062315226, -9236509.273764417 4858285.062315226, -9236509.273764417 4858255.062315226, -9236494.273764417 4858255.062315226, -9236494.273764417 4858270.062315226, -9236484.273764417 4858270.062315226, -9236484.273764417 4858255.062315226, -9236494.273764417 4858255.062315226, -9236469.273764417 4858255.062315226, -9236469.273764417 4858285.062315226))",25000,1,1,1
3419,"POLYGON ((-9236457.728149874 4858395.17874703, -9236477.728149874 4858415.17874703, -9236497.728149874 4858395.17874703, -9236457.728149874 4858395.17874703, -9236497.728149874 4858395.17874703, -9236497.728149874 4858365.17874703, -9236482.728149874 4858365.17874703, -9236482.728149874 4858380.17874703, -9236472.728149874 4858380.17874703, -9236472.728149874 4858365.17874703, -9236482.728149874 4858365.17874703, -9236457.728149874 4858365.17874703, -9236457.728149874 4858395.17874703))",25000,1,2,1
3420,"POLYGON ((-9236467.391824614 4858170.049058267, -9236487.391824614 4858190.049058267, -9236507.391824614 4858170.049058267, -9236467.391824614 4858170.049058267, -9236507.391824614 4858170.049058267, -9236507.391824614 4858140.049058267, -9236492.391824614 4858140.049058267, -9236492.391824614 4858155.049058267, -9236482.391824614 4858155.049058267, -9236482.391824614 4858140.049058267, -9236492.391824614 4858140.049058267, -9236467.391824614 4858140.049058267, -9236467.391824614 4858170.049058267))",13000,3,1,1
3421,"POLYGON ((-9236419.942556227 4858141.981140296, -9236439.942556227 4858161.981140296, -9236459.942556227 4858141.981140296, -9236419.942556227 4858141.981140296, -9236459.942556227 4858141.981140296, -9236459.942556227 4858111.981140296, -9236444.942556227 4858111.981140296, -9236444.942556227 4858126.981140296, -9236434.942556227 4858126.981140296, -9236434.942556227 4858111.981140296, -9236444.942556227 4858111.981140296, -9236419.942556227 4858111.981140296, -9236419.942556227 4858141.981140296))",111000,1,1,0
3422,"POLYGON ((-9236473.243800426 4858234.972710672, -9236493.243800426 4858254.972710672, -9236513.243800426 4858234.972710672, -9236473.243800426 4858234.972710672, -9236513.243800426 4858234.972710672, -9236513.243800426 4858204.972710672, -9236498.243800426 4858204.972710672, -9236498.243800426 4858219.972710672, -9236488.243800426 4858219.972710672, -9236488.243800426 4858204.972710672, -9236498.243800426 4858204.972710672, -9236473.243800426 4858204.972710672, -9236473.243800426 4858234.972710672))",85000,4,3,2
3423,"POLYGON ((-9236473.434918014 4858076.630139159, -9236493.434918014 4858096.630139159, -9236513.434918014 4858076.630139159, -9236473.434918014 4858076.630139159, -9236513.434918014 4858076.630139159, -9236513.434918014 4858046.630139159, -9236498.434918014 4858046.630139159, -9236498.434918014 4858061.630139159, -9236488.434918014 4858061.630139159, -9236488.434918014 4858046.630139159, -9236498.434918014 4858046.630139159, -9236473.434918014 4858046.630139159, -9236473.434918014 4858076.630139159))",63000,3,1,1
3424,"POLYGON ((-9236420.759177675 4858006.238386704, -9236440.759177675 4858026.238386704, -9236460.759177675 4858006.238386704, -9236420.759177675 4858006.238386704, -9236460.759177675 4858006.238386704, -9236460.759177675 4857976.238386704, -9236445.759177675 4857976.238386704, -9236445.759177675 4857991.238386704, -9236435.759177675 4857991.238386704, -9236435.759177675 4857976.238386704, -9236445.759177675 4857976.238386704, -9236420.759177675 4857976.238386704, -9236420.759177675 4858006.238386704))",15000,4,3,0
3425,"POLYGON ((-9236475.303443449 4857901.130884239, -9236495.303443449 4857921.130884239, -9236515.303443449 4857901.130884239, -9236475.303443449 4857901.130884239, -9236515.303443449 4857901.130884239, -9236515.303443449 4857871.130884239, -9236500.303443449 4857871.130884239, -9236500.303443449 4857886.130884239, -9236490.303443449 4857886.130884239, -9236490.303443449 4857871.130884239, -9236500.303443449 4857871.130884239, -9236475.303443449 4857871.130884239, -9236475.303443449 4857901.130884239))",80000,4,2,3
3426,"POLYGON ((-9236427.954427648 4857907.656731251, -9236447.954427648 4857927.656731251, -9236467.954427648 4857907.656731251, -9236427.954427648 4857907.656731251, -9236467.954427648 4857907.656731251, -9236467.954427648 4857877.656731251, -9236452.954427648 4857877.656731251, -9236452.954427648 4857892.656731251, -9236442.954427648 4857892.656731251, -9236442.954427648 4857877.656731251, -9236452.954427648 4857877.656731251, -9236427.954427648 4857877.656731251, -9236427.954427648 4857907.656731251))",53000,2,1,1
3427,"POLYGON ((-9236595.463743601 4857926.845629771, -9236615.463743601 4857946.845629771, -9236635.463743601 4857926.845629771, -9236595.463743601 4857926.845629771, -9236635.463743601 4857926.845629771, -9236635.463743601 4857896.845629771, -9236620.463743601 4857896.845629771, -9236620.463743601 4857911.845629771, -9236610.463743601 4857911.845629771, -9236610.463743601 4857896.845629771, -9236620.463743601 4857896.845629771, -9236595.463743601 4857896.845629771, -9236595.463743601 4857926.845629771))",14000,1,0,0
